VISIT_ID,COOKIE_ID,PAGE_ID,EVENT_TYPE,SEQUENCE_NUMBER,EVENT_TIME
c6d336,f404ac,9,2,5,2020-02-28 00:17:19.286
c6d336,f404ac,10,1,6,2020-02-28 00:17:23.875
c6d336,f404ac,10,2,7,2020-02-28 00:17:37.296
c6d336,f404ac,11,1,8,2020-02-28 00:18:22.102
c6d336,f404ac,11,2,9,2020-02-28 00:18:52.420
43a666,8fbd57,1,1,1,2020-02-19 12:55:06.945
43a666,8fbd57,2,1,2,2020-02-19 12:55:36.833
43a666,8fbd57,3,1,3,2020-02-19 12:55:39.781
43a666,8fbd57,3,2,4,2020-02-19 12:55:51.165
43a666,8fbd57,6,1,5,2020-02-19 12:56:48.540
43a666,8fbd57,6,2,6,2020-02-19 12:57:12.923
43a666,8fbd57,8,1,7,2020-02-19 12:57:55.453
43a666,8fbd57,8,2,8,2020-02-19 12:57:59.441
43a666,8fbd57,11,1,9,2020-02-19 12:58:00.738
43a666,8fbd57,11,2,10,2020-02-19 12:58:25.397
def5d4,fe0154,1,1,1,2020-01-23 16:24:48.407
def5d4,fe0154,2,1,2,2020-01-23 16:25:25.119
def5d4,fe0154,3,1,3,2020-01-23 16:25:56.514
def5d4,fe0154,6,1,4,2020-01-23 16:26:10.237
def5d4,fe0154,7,1,5,2020-01-23 16:26:43.382
def5d4,fe0154,8,1,6,2020-01-23 16:26:50.841
def5d4,fe0154,9,1,7,2020-01-23 16:27:31.760
def5d4,fe0154,9,2,8,2020-01-23 16:27:42.702
def5d4,fe0154,10,1,9,2020-01-23 16:28:20.274
def5d4,fe0154,12,1,10,2020-01-23 16:28:29.329
def5d4,fe0154,13,3,11,2020-01-23 16:29:15.702
3ac3eb,749717,1,1,1,2020-02-04 11:21:46.225
3ac3eb,749717,2,1,2,2020-02-04 11:21:49.196
3ac3eb,749717,4,1,3,2020-02-04 11:22:18.158
3ac3eb,749717,5,1,4,2020-02-04 11:22:32.729
3ac3eb,749717,5,2,5,2020-02-04 11:23:28.461
3ac3eb,749717,9,1,6,2020-02-04 11:23:53.503
3ac3eb,749717,10,1,7,2020-02-04 11:24:45.129
3ac3eb,749717,10,2,8,2020-02-04 11:25:41.838
3ac3eb,749717,12,1,9,2020-02-04 11:26:00.806
3ac3eb,749717,13,3,10,2020-02-04 11:26:17.400
23e0c5,c53d1a,1,1,1,2020-01-29 08:12:38.245
23e0c5,c53d1a,2,1,2,2020-01-29 08:13:16.305
23e0c5,c53d1a,3,1,3,2020-01-29 08:13:55.244
23e0c5,c53d1a,5,1,4,2020-01-29 08:14:09.582
23e0c5,c53d1a,5,2,5,2020-01-29 08:14:52.351
23e0c5,c53d1a,6,1,6,2020-01-29 08:15:46.694
23e0c5,c53d1a,12,1,7,2020-01-29 08:16:45.910
23e0c5,c53d1a,13,3,8,2020-01-29 08:17:04.509
4d15e0,74119e,1,1,1,2020-02-03 21:09:55.723
4d15e0,74119e,2,1,2,2020-02-03 21:09:58.258
4d15e0,74119e,4,1,3,2020-02-03 21:10:46.144
4d15e0,74119e,4,2,4,2020-02-03 21:11:39.298
4d15e0,74119e,6,1,5,2020-02-03 21:11:45.413
4d15e0,74119e,6,2,6,2020-02-03 21:11:45.909
4d15e0,74119e,9,1,7,2020-02-03 21:12:34.493
4d15e0,74119e,10,1,8,2020-02-03 21:12:40.612
4d15e0,74119e,11,1,9,2020-02-03 21:13:02.088
4d15e0,74119e,11,2,10,2020-02-03 21:13:39.652
4d15e0,74119e,12,1,11,2020-02-03 21:14:30.318
4d15e0,74119e,13,3,12,2020-02-03 21:15:26.516
aece38,b581b0,1,1,1,2020-03-02 01:13:48.710
aece38,b581b0,4,1,2,2020-03-02 01:14:27.807
aece38,b581b0,6,1,3,2020-03-02 01:15:26.377
aece38,b581b0,6,2,4,2020-03-02 01:15:44.880
aece38,b581b0,7,1,5,2020-03-02 01:16:00.602
aece38,b581b0,7,2,6,2020-03-02 01:16:27.116
aece38,b581b0,10,1,7,2020-03-02 01:16:28.045
aece38,b581b0,11,1,8,2020-03-02 01:17:23.156
aece38,b581b0,11,2,9,2020-03-02 01:17:49.989
aece38,b581b0,12,1,10,2020-03-02 01:18:48.825
457c9e,24f5a5,1,1,1,2020-02-15 19:23:36.539
457c9e,24f5a5,2,1,2,2020-02-15 19:23:42.223
457c9e,24f5a5,7,1,3,2020-02-15 19:23:52.827
457c9e,24f5a5,7,2,4,2020-02-15 19:24:31.337
457c9e,24f5a5,8,1,5,2020-02-15 19:24:51.618
457c9e,24f5a5,8,2,6,2020-02-15 19:24:56.320
457c9e,24f5a5,11,1,7,2020-02-15 19:25:39.701
457c9e,24f5a5,11,2,8,2020-02-15 19:25:52.265
457c9e,24f5a5,12,1,9,2020-02-15 19:26:26.547
8697ad,f21200,1,1,1,2020-01-19 08:40:41.376
8697ad,f21200,2,1,2,2020-01-19 08:41:23.609
8697ad,f21200,4,1,3,2020-01-19 08:41:47.362
8697ad,f21200,4,2,4,2020-01-19 08:42:01.320
8697ad,f21200,5,1,5,2020-01-19 08:42:56.202
8697ad,f21200,5,2,6,2020-01-19 08:43:11.452
8697ad,f21200,8,1,7,2020-01-19 08:44:00.600
8697ad,f21200,8,2,8,2020-01-19 08:44:34.881
8697ad,f21200,9,1,9,2020-01-19 08:44:44.714
8697ad,f21200,9,2,10,2020-01-19 08:45:20.667
8697ad,f21200,11,1,11,2020-01-19 08:45:49.934
8697ad,f21200,11,2,12,2020-01-19 08:46:28.576
8697ad,f21200,12,1,13,2020-01-19 08:47:15.012
8697ad,f21200,13,3,14,2020-01-19 08:47:38.970
33395b,ecaa5f,1,1,1,2020-03-04 19:01:22.429
33395b,ecaa5f,2,1,2,2020-03-04 19:02:06.674
33395b,ecaa5f,5,1,3,2020-03-04 19:02:54.198
33395b,ecaa5f,9,1,4,2020-03-04 19:03:24.784
882d14,d619e4,1,1,1,2020-01-21 06:27:18.325
882d14,d619e4,4,1,2,2020-01-21 06:27:37.289
882d14,d619e4,4,2,3,2020-01-21 06:27:49.322
882d14,d619e4,6,1,4,2020-01-21 06:28:23.438
882d14,d619e4,11,1,5,2020-01-21 06:28:49.288
882d14,d619e4,11,2,6,2020-01-21 06:29:47.871
882d14,d619e4,12,1,7,2020-01-21 06:30:38.493
882d14,d619e4,13,3,8,2020-01-21 06:31:10.601
ad6e3f,dbc5fe,1,1,1,2020-03-03 22:35:52.258
ad6e3f,dbc5fe,2,1,2,2020-03-03 22:36:21.045
ad6e3f,dbc5fe,3,1,3,2020-03-03 22:36:21.392
ad6e3f,dbc5fe,3,2,4,2020-03-03 22:36:44.872
ad6e3f,dbc5fe,5,1,5,2020-03-03 22:37:32.560
ad6e3f,dbc5fe,5,2,6,2020-03-03 22:37:50.715
ad6e3f,dbc5fe,6,1,7,2020-03-03 22:38:18.053
ad6e3f,dbc5fe,6,2,8,2020-03-03 22:39:09.441
ad6e3f,dbc5fe,7,1,9,2020-03-03 22:39:58.666
ad6e3f,dbc5fe,8,1,10,2020-03-03 22:40:42.689
ad6e3f,dbc5fe,10,1,11,2020-03-03 22:40:54.134
ad6e3f,dbc5fe,12,1,12,2020-03-03 22:41:39.736
6614e3,575c62,1,1,1,2020-02-11 12:48:28.479
6614e3,575c62,2,1,2,2020-02-11 12:49:11.256
6614e3,575c62,5,1,3,2020-02-11 12:49:52.813
6614e3,575c62,5,2,4,2020-02-11 12:50:46.805
6614e3,575c62,9,1,5,2020-02-11 12:51:29.034
6614e3,575c62,9,2,6,2020-02-11 12:52:10.069
6614e3,575c62,10,1,7,2020-02-11 12:52:25.799
6614e3,575c62,11,1,8,2020-02-11 12:53:09.316
6614e3,575c62,11,2,9,2020-02-11 12:54:05.601
6614e3,575c62,12,1,10,2020-02-11 12:54:54.547
6614e3,575c62,13,3,11,2020-02-11 12:55:03.655
0dc56a,fb0702,1,1,1,2020-01-27 23:38:13.879
0dc56a,fb0702,2,1,2,2020-01-27 23:38:46.927
0dc56a,fb0702,6,1,3,2020-01-27 23:39:45.407
0dc56a,fb0702,6,2,4,2020-01-27 23:40:39.687
0dc56a,fb0702,9,1,5,2020-01-27 23:40:57.510
0dc56a,fb0702,9,2,6,2020-01-27 23:41:55.160
0dc56a,fb0702,11,1,7,2020-01-27 23:42:31.029
0dc56a,fb0702,12,1,8,2020-01-27 23:42:46.800
0dc56a,fb0702,13,3,9,2020-01-27 23:43:20.908
e99a81,368f87,1,1,1,2020-02-25 01:58:36.397
e99a81,368f87,2,1,2,2020-02-25 01:59:05.818
e99a81,368f87,5,1,3,2020-02-25 01:59:49.313
e99a81,368f87,8,1,4,2020-02-25 02:00:34.483
e99a81,368f87,8,2,5,2020-02-25 02:01:32.442
e99a81,368f87,12,1,6,2020-02-25 02:02:29.898
e99a81,368f87,13,3,7,2020-02-25 02:03:00.303
fa8381,061fca,1,1,1,2020-03-05 12:58:13.467
fa8381,061fca,2,1,2,2020-03-05 12:58:48.040
fa8381,061fca,5,1,3,2020-03-05 12:59:31.800
fa8381,061fca,5,2,4,2020-03-05 12:59:37.562
fa8381,061fca,6,1,5,2020-03-05 13:00:00.027
fa8381,061fca,8,1,6,2020-03-05 13:00:33.826
fa8381,061fca,8,2,7,2020-03-05 13:00:36.993
fa8381,061fca,10,1,8,2020-03-05 13:01:35.972
08ad42,0eecbb,1,1,1,2020-02-28 06:28:51.390
08ad42,0eecbb,3,1,2,2020-02-28 06:29:41.452
08ad42,0eecbb,5,1,3,2020-02-28 06:29:58.420
08ad42,0eecbb,7,1,4,2020-02-28 06:30:06.628
08ad42,0eecbb,8,1,5,2020-02-28 06:30:10.314
08ad42,0eecbb,10,1,6,2020-02-28 06:30:38.415
08ad42,0eecbb,11,1,7,2020-02-28 06:31:15.435
e10d47,c3aede,1,1,1,2020-01-30 15:11:17.321
e10d47,c3aede,2,1,2,2020-01-30 15:11:26.717
e10d47,c3aede,5,1,3,2020-01-30 15:12:20.837
4d80e5,4a21d7,1,1,1,2020-02-03 01:19:22.824
4d80e5,4a21d7,2,1,2,2020-02-03 01:20:19.110
4d80e5,4a21d7,3,1,3,2020-02-03 01:20:54.642
4d80e5,4a21d7,3,2,4,2020-02-03 01:21:36.563
4d80e5,4a21d7,4,1,5,2020-02-03 01:21:53.078
4d80e5,4a21d7,4,2,6,2020-02-03 01:22:35.606
4d80e5,4a21d7,5,1,7,2020-02-03 01:22:53.880
4d80e5,4a21d7,7,1,8,2020-02-03 01:22:59.947
4d80e5,4a21d7,9,1,9,2020-02-03 01:23:40.990
4d80e5,4a21d7,9,2,10,2020-02-03 01:24:05.015
4d80e5,4a21d7,10,1,11,2020-02-03 01:24:24.880
4d80e5,4a21d7,11,1,12,2020-02-03 01:24:27.503
4d80e5,4a21d7,12,1,13,2020-02-03 01:24:57.568
4d80e5,4a21d7,13,3,14,2020-02-03 01:25:28.864
b78502,a88c32,1,1,1,2020-01-21 05:15:52.201
b78502,a88c32,2,1,2,2020-01-21 05:16:29.679
b78502,a88c32,4,1,3,2020-01-21 05:16:43.580
b78502,a88c32,4,2,4,2020-01-21 05:17:16.108
b78502,a88c32,5,1,5,2020-01-21 05:17:55.450
b78502,a88c32,8,1,6,2020-01-21 05:18:27.132
b78502,a88c32,10,1,7,2020-01-21 05:19:10.432
b78502,a88c32,10,2,8,2020-01-21 05:19:56.379
b78502,a88c32,11,1,9,2020-01-21 05:20:31.639
b78502,a88c32,11,2,10,2020-01-21 05:20:50.227
b78502,a88c32,12,1,11,2020-01-21 05:21:48.376
b78502,a88c32,13,3,12,2020-01-21 05:22:31.808
7af4a0,eefca9,1,1,1,2020-03-15 01:22:34.918
7af4a0,eefca9,4,1,2,2020-03-15 01:23:08.364
7af4a0,eefca9,5,1,3,2020-03-15 01:23:30.010
7af4a0,eefca9,5,2,4,2020-03-15 01:24:23.914
7af4a0,eefca9,6,1,5,2020-03-15 01:25:19.594
7af4a0,eefca9,6,2,6,2020-03-15 01:25:43.921
7af4a0,eefca9,7,1,7,2020-03-15 01:26:13.888
7af4a0,eefca9,7,2,8,2020-03-15 01:27:09.761
7af4a0,eefca9,8,1,9,2020-03-15 01:27:19.665
7af4a0,eefca9,12,1,10,2020-03-15 01:27:28.964
7af4a0,eefca9,13,3,11,2020-03-15 01:27:47.869
b6c3f3,6ef7b8,1,1,1,2020-02-04 04:25:59.515
b6c3f3,6ef7b8,3,1,2,2020-02-04 04:26:16.370
b6c3f3,6ef7b8,3,2,3,2020-02-04 04:26:29.091
b6c3f3,6ef7b8,4,1,4,2020-02-04 04:26:46.066
b6c3f3,6ef7b8,4,2,5,2020-02-04 04:27:35.795
b6c3f3,6ef7b8,5,1,6,2020-02-04 04:28:19.352
b6c3f3,6ef7b8,7,1,7,2020-02-04 04:28:28.325
b6c3f3,6ef7b8,7,2,8,2020-02-04 04:29:12.404
b6c3f3,6ef7b8,9,1,9,2020-02-04 04:29:19.121
b6c3f3,6ef7b8,9,2,10,2020-02-04 04:30:10.529
b6c3f3,6ef7b8,10,1,11,2020-02-04 04:30:56.925
b6c3f3,6ef7b8,10,2,12,2020-02-04 04:31:17.214
b6c3f3,6ef7b8,11,1,13,2020-02-04 04:32:14.099
b6c3f3,6ef7b8,12,1,14,2020-02-04 04:33:10.015
b6c3f3,6ef7b8,13,3,15,2020-02-04 04:33:12.742
07cb4e,9124c5,1,1,1,2020-01-16 14:35:00.510
07cb4e,9124c5,2,1,2,2020-01-16 14:35:10.616
07cb4e,9124c5,4,1,3,2020-01-16 14:35:12.115
07cb4e,9124c5,6,1,4,2020-01-16 14:35:55.829
07cb4e,9124c5,7,1,5,2020-01-16 14:36:53.796
07cb4e,9124c5,8,1,6,2020-01-16 14:37:33.723
c76f15,274c8f,1,1,1,2020-02-18 16:42:32.658
c76f15,274c8f,3,1,2,2020-02-18 16:43:23.310
c76f15,274c8f,3,2,3,2020-02-18 16:44:00.479
c76f15,274c8f,6,1,4,2020-02-18 16:44:55.986
c76f15,274c8f,6,2,5,2020-02-18 16:44:56.076
c76f15,274c8f,8,1,6,2020-02-18 16:45:12.629
c76f15,274c8f,9,1,7,2020-02-18 16:45:19.110
c76f15,274c8f,9,2,8,2020-02-18 16:45:37.917
c76f15,274c8f,12,1,9,2020-02-18 16:45:59.248
087ac6,30b742,1,1,1,2020-02-03 21:45:10.314
087ac6,30b742,2,1,2,2020-02-03 21:45:55.898
087ac6,30b742,5,1,3,2020-02-03 21:46:13.548
087ac6,30b742,6,1,4,2020-02-03 21:46:21.881
087ac6,30b742,6,2,5,2020-02-03 21:46:32.090
087ac6,30b742,7,1,6,2020-02-03 21:46:41.030
087ac6,30b742,7,2,7,2020-02-03 21:46:49.575
087ac6,30b742,9,1,8,2020-02-03 21:46:59.830
087ac6,30b742,9,2,9,2020-02-03 21:47:26.468
087ac6,30b742,10,1,10,2020-02-03 21:47:46.358
087ac6,30b742,12,1,11,2020-02-03 21:48:06.280
087ac6,30b742,13,3,12,2020-02-03 21:48:09.148
e49af4,00c967,1,1,1,2020-04-04 07:21:46.351
e49af4,00c967,2,1,2,2020-04-04 07:22:26.256
e49af4,00c967,5,1,3,2020-04-04 07:22:39.656
e49af4,00c967,5,2,4,2020-04-04 07:23:35.851
e49af4,00c967,8,1,5,2020-04-04 07:24:21.977
e49af4,00c967,8,2,6,2020-04-04 07:25:19.471
e49af4,00c967,9,1,7,2020-04-04 07:26:07.054
e49af4,00c967,9,2,8,2020-04-04 07:26:18.440
1956ed,e34a77,1,1,1,2020-01-27 13:10:43.373
1956ed,e34a77,2,1,2,2020-01-27 13:11:42.114
1956ed,e34a77,6,1,3,2020-01-27 13:12:32.367
1956ed,e34a77,7,1,4,2020-01-27 13:13:30.974
1956ed,e34a77,7,2,5,2020-01-27 13:14:25.692
1956ed,e34a77,12,1,6,2020-01-27 13:14:34.025
b201a9,8a1587,1,1,1,2020-01-25 21:29:11.841
b201a9,8a1587,2,1,2,2020-01-25 21:29:57.363
b201a9,8a1587,3,1,3,2020-01-25 21:30:07.152
b201a9,8a1587,4,1,4,2020-01-25 21:31:02.747
b201a9,8a1587,5,1,5,2020-01-25 21:31:24.324
b201a9,8a1587,6,1,6,2020-01-25 21:32:11.210
b201a9,8a1587,6,2,7,2020-01-25 21:32:34.652
b201a9,8a1587,8,1,8,2020-01-25 21:33:00.423
b201a9,8a1587,9,1,9,2020-01-25 21:33:09.770
b201a9,8a1587,10,1,10,2020-01-25 21:33:58.998
b201a9,8a1587,10,2,11,2020-01-25 21:34:13.728
b201a9,8a1587,11,1,12,2020-01-25 21:35:09.723
b201a9,8a1587,11,2,13,2020-01-25 21:35:17.629
b201a9,8a1587,12,1,14,2020-01-25 21:35:33.314
b201a9,8a1587,13,3,15,2020-01-25 21:36:06.967
4f0a45,69930a,1,1,1,2020-02-07 07:11:05.204
4f0a45,69930a,3,1,2,2020-02-07 07:11:08.569
4f0a45,69930a,4,1,3,2020-02-07 07:11:12.013
4f0a45,69930a,4,2,4,2020-02-07 07:11:57.055
4f0a45,69930a,7,1,5,2020-02-07 07:12:49.282
4f0a45,69930a,8,1,6,2020-02-07 07:13:32.546
4f0a45,69930a,8,2,7,2020-02-07 07:13:39.065
4f0a45,69930a,9,1,8,2020-02-07 07:13:48.588
4f0a45,69930a,9,2,9,2020-02-07 07:13:49.873
4f0a45,69930a,11,1,10,2020-02-07 07:14:07.083
4f0a45,69930a,12,1,11,2020-02-07 07:14:17.769
4f0a45,69930a,13,3,12,2020-02-07 07:14:45.116
ca6607,74c435,1,1,1,2020-01-25 11:46:38.999
ca6607,74c435,2,1,2,2020-01-25 11:47:02.490
ca6607,74c435,3,1,3,2020-01-25 11:47:35.825
ca6607,74c435,4,1,4,2020-01-25 11:48:35.790
ca6607,74c435,5,1,5,2020-01-25 11:48:53.228
ca6607,74c435,5,2,6,2020-01-25 11:49:26.832
ca6607,74c435,6,1,7,2020-01-25 11:50:19.685
ca6607,74c435,7,1,8,2020-01-25 11:50:24.265
ca6607,74c435,7,2,9,2020-01-25 11:50:33.074
ca6607,74c435,8,1,10,2020-01-25 11:51:20.248
ca6607,74c435,8,2,11,2020-01-25 11:52:03.245
ca6607,74c435,9,1,12,2020-01-25 11:52:14.204
ca6607,74c435,11,1,13,2020-01-25 11:53:09.813
ca6607,74c435,11,2,14,2020-01-25 11:53:43.670
ca6607,74c435,12,1,15,2020-01-25 11:53:52.498
9e4195,f61748,1,1,1,2020-02-27 21:48:30.608
9e4195,f61748,2,1,2,2020-02-27 21:49:07.716
9e4195,f61748,3,1,3,2020-02-27 21:49:55.795
9e4195,f61748,4,1,4,2020-02-27 21:50:27.500
9e4195,f61748,5,1,5,2020-02-27 21:51:07.938
9e4195,f61748,5,2,6,2020-02-27 21:51:56.190
9e4195,f61748,6,1,7,2020-02-27 21:52:41.668
9e4195,f61748,7,1,8,2020-02-27 21:52:55.382
9e4195,f61748,7,2,9,2020-02-27 21:53:06.626
9e4195,f61748,8,1,10,2020-02-27 21:54:02.744
9e4195,f61748,9,1,11,2020-02-27 21:54:48.071
9e4195,f61748,10,1,12,2020-02-27 21:55:21.229
9e4195,f61748,10,2,13,2020-02-27 21:55:36.630
9e4195,f61748,12,1,14,2020-02-27 21:56:05.437
9e4195,f61748,13,3,15,2020-02-27 21:56:27.268
88fd42,c3f1dd,1,1,1,2020-02-03 22:36:38.885
88fd42,c3f1dd,2,1,2,2020-02-03 22:37:22.214
88fd42,c3f1dd,5,1,3,2020-02-03 22:37:55.679
88fd42,c3f1dd,5,2,4,2020-02-03 22:38:21.810
88fd42,c3f1dd,6,1,5,2020-02-03 22:38:59.711
88fd42,c3f1dd,6,2,6,2020-02-03 22:39:19.525
88fd42,c3f1dd,12,1,7,2020-02-03 22:40:02.685
88fd42,c3f1dd,13,3,8,2020-02-03 22:40:47.608
00fb4a,113d03,1,1,1,2020-03-20 22:57:13.601
00fb4a,113d03,2,1,2,2020-03-20 22:57:36.926
00fb4a,113d03,3,1,3,2020-03-20 22:57:50.058
00fb4a,113d03,5,1,4,2020-03-20 22:58:40.720
00fb4a,113d03,6,1,5,2020-03-20 22:59:16.077
00fb4a,113d03,9,1,6,2020-03-20 23:00:12.155
745ba0,1b5a68,1,1,1,2020-01-19 15:08:57.568
745ba0,1b5a68,2,1,2,2020-01-19 15:09:31.355
745ba0,1b5a68,4,1,3,2020-01-19 15:10:18.796
745ba0,1b5a68,4,2,4,2020-01-19 15:11:11.218
745ba0,1b5a68,9,1,5,2020-01-19 15:12:03.697
745ba0,1b5a68,10,1,6,2020-01-19 15:13:03.272
745ba0,1b5a68,11,1,7,2020-01-19 15:13:48.523
745ba0,1b5a68,12,1,8,2020-01-19 15:14:24.427
745ba0,1b5a68,13,3,9,2020-01-19 15:15:02.999
434fa2,2bb4ed,1,1,1,2020-03-13 16:46:14.739
434fa2,2bb4ed,7,1,2,2020-03-13 16:46:55.720
434fa2,2bb4ed,11,1,3,2020-03-13 16:47:29.492
434fa2,2bb4ed,11,2,4,2020-03-13 16:47:52.488
434fa2,2bb4ed,12,1,5,2020-03-13 16:48:09.046
5d5b6e,975d24,1,1,1,2020-03-25 06:42:05.888
5d5b6e,975d24,2,1,2,2020-03-25 06:42:46.804
5d5b6e,975d24,5,1,3,2020-03-25 06:43:17.231
5d5b6e,975d24,6,1,4,2020-03-25 06:43:59.405
5d5b6e,975d24,7,1,5,2020-03-25 06:44:08.581
5d5b6e,975d24,7,2,6,2020-03-25 06:45:01.708
5d5b6e,975d24,10,1,7,2020-03-25 06:45:18.024
5d5b6e,975d24,10,2,8,2020-03-25 06:46:06.199
5d5b6e,975d24,12,1,9,2020-03-25 06:46:11.419
5d5b6e,975d24,13,3,10,2020-03-25 06:46:32.603
ac97e4,0582c3,1,1,1,2020-03-02 18:04:13.470
ac97e4,0582c3,2,1,2,2020-03-02 18:05:04.060
ac97e4,0582c3,3,1,3,2020-03-02 18:05:24.697
ac97e4,0582c3,6,1,4,2020-03-02 18:06:20.344
ac97e4,0582c3,6,2,5,2020-03-02 18:07:18.665
ac97e4,0582c3,7,1,6,2020-03-02 18:07:25.072
ac97e4,0582c3,8,1,7,2020-03-02 18:07:35.744
ac97e4,0582c3,8,2,8,2020-03-02 18:07:59.758
ac97e4,0582c3,10,1,9,2020-03-02 18:08:41.021
ac97e4,0582c3,10,2,10,2020-03-02 18:09:01.605
ac97e4,0582c3,12,1,11,2020-03-02 18:09:52.673
ac97e4,0582c3,13,3,12,2020-03-02 18:10:14.459
8f39b8,1edbe0,1,1,1,2020-01-29 13:56:16.525
8f39b8,1edbe0,2,1,2,2020-01-29 13:57:13.551
8f39b8,1edbe0,3,1,3,2020-01-29 13:57:44.834
8f39b8,1edbe0,3,2,4,2020-01-29 13:57:56.024
8f39b8,1edbe0,4,1,5,2020-01-29 13:58:37.857
8f39b8,1edbe0,4,2,6,2020-01-29 13:59:04.073
8f39b8,1edbe0,5,1,7,2020-01-29 13:59:54.595
8f39b8,1edbe0,10,1,8,2020-01-29 14:00:22.722
8f39b8,1edbe0,10,2,9,2020-01-29 14:00:34.641
dd0bc2,00dc3a,1,1,1,2020-02-20 14:08:46.470
dd0bc2,00dc3a,2,1,2,2020-02-20 14:09:01.976
dd0bc2,00dc3a,3,1,3,2020-02-20 14:09:59.511
dd0bc2,00dc3a,4,1,4,2020-02-20 14:10:50.320
dd0bc2,00dc3a,4,2,5,2020-02-20 14:11:11.840
dd0bc2,00dc3a,7,1,6,2020-02-20 14:11:15.250
dd0bc2,00dc3a,9,1,7,2020-02-20 14:12:02.101
dd0bc2,00dc3a,10,1,8,2020-02-20 14:12:42.215
dd0bc2,00dc3a,10,2,9,2020-02-20 14:12:57.261
dd0bc2,00dc3a,12,1,10,2020-02-20 14:13:14.203
dd0bc2,00dc3a,13,3,11,2020-02-20 14:13:45.274
4f4600,dc7fd6,1,1,1,2020-04-13 00:57:52.976
4f4600,dc7fd6,6,1,2,2020-04-13 00:57:56.105
4f4600,dc7fd6,10,1,3,2020-04-13 00:58:48.357
4f4600,dc7fd6,10,2,4,2020-04-13 00:59:43.024
4f4600,dc7fd6,12,1,5,2020-04-13 01:00:21.877
4f4600,dc7fd6,13,3,6,2020-04-13 01:01:20.349
3b369f,e9cbc2,1,1,1,2020-03-07 05:50:04.964
3b369f,e9cbc2,2,1,2,2020-03-07 05:50:33.020
3b369f,e9cbc2,3,1,3,2020-03-07 05:51:19.818
3b369f,e9cbc2,4,1,4,2020-03-07 05:51:20.260
3b369f,e9cbc2,6,1,5,2020-03-07 05:52:16.069
3b369f,e9cbc2,6,2,6,2020-03-07 05:52:58.466
3b369f,e9cbc2,7,1,7,2020-03-07 05:53:43.106
3b369f,e9cbc2,7,2,8,2020-03-07 05:54:32.358
3b369f,e9cbc2,8,1,9,2020-03-07 05:55:16.915
3b369f,e9cbc2,8,2,10,2020-03-07 05:56:11.573
3b369f,e9cbc2,10,1,11,2020-03-07 05:57:10.992
3b369f,e9cbc2,12,1,12,2020-03-07 05:57:36.766
3b369f,e9cbc2,13,3,13,2020-03-07 05:57:47.017
016012,329df4,1,1,1,2020-02-14 07:41:49.486
016012,329df4,2,1,2,2020-02-14 07:42:13.181
016012,329df4,3,1,3,2020-02-14 07:42:17.548
016012,329df4,3,2,4,2020-02-14 07:42:57.965
016012,329df4,8,1,5,2020-02-14 07:43:44.846
016012,329df4,9,1,6,2020-02-14 07:44:29.133
016012,329df4,10,1,7,2020-02-14 07:44:43.459
016012,329df4,10,2,8,2020-02-14 07:45:40.023
016012,329df4,11,1,9,2020-02-14 07:45:47.574
016012,329df4,12,1,10,2020-02-14 07:46:45.319
016012,329df4,13,3,11,2020-02-14 07:47:03.255
d2c158,ff9338,1,1,1,2020-03-26 08:52:07.526
d2c158,ff9338,2,1,2,2020-03-26 08:53:00.263
d2c158,ff9338,4,1,3,2020-03-26 08:53:19.065
d2c158,ff9338,4,2,4,2020-03-26 08:53:37.108
d2c158,ff9338,6,1,5,2020-03-26 08:54:12.566
d2c158,ff9338,6,2,6,2020-03-26 08:55:05.952
d2c158,ff9338,7,1,7,2020-03-26 08:55:47.125
d2c158,ff9338,7,2,8,2020-03-26 08:56:12.822
d2c158,ff9338,12,1,9,2020-03-26 08:56:58.124
d2c158,ff9338,13,3,10,2020-03-26 08:57:37.220
a85735,022187,1,1,1,2020-02-16 21:57:23.072
a85735,022187,2,1,2,2020-02-16 21:57:48.226
a85735,022187,3,1,3,2020-02-16 21:58:45.573
a85735,022187,3,2,4,2020-02-16 21:59:40.346
a85735,022187,4,1,5,2020-02-16 22:00:02.336
a85735,022187,5,1,6,2020-02-16 22:00:02.831
a85735,022187,5,2,7,2020-02-16 22:00:30.328
a85735,022187,9,1,8,2020-02-16 22:00:57.020
a85735,022187,9,2,9,2020-02-16 22:01:23.633
a85735,022187,12,1,10,2020-02-16 22:02:20.865
e9efac,c73987,1,1,1,2020-01-21 07:01:54.820
e9efac,c73987,2,1,2,2020-01-21 07:02:47.137
e9efac,c73987,3,1,3,2020-01-21 07:03:09.679
e9efac,c73987,4,1,4,2020-01-21 07:03:41.774
e9efac,c73987,4,2,5,2020-01-21 07:03:57.798
e9efac,c73987,8,1,6,2020-01-21 07:04:19.561
e9efac,c73987,9,1,7,2020-01-21 07:04:57.061
e9efac,c73987,10,1,8,2020-01-21 07:05:09.256
e9efac,c73987,10,2,9,2020-01-21 07:05:37.558
e9efac,c73987,11,1,10,2020-01-21 07:06:11.206
e9efac,c73987,11,2,11,2020-01-21 07:06:19.125
e9efac,c73987,12,1,12,2020-01-21 07:07:05.068
e9efac,c73987,13,3,13,2020-01-21 07:07:29.072
08ad79,947179,1,1,1,2020-01-15 23:35:35.683
08ad79,947179,2,1,2,2020-01-15 23:36:25.478
08ad79,947179,3,1,3,2020-01-15 23:37:19.418
08ad79,947179,3,2,4,2020-01-15 23:37:47.400
